paper_id,short_id,title,venue,year,conf_year,authors,abstract_raw,paper_link,arxiv_id,arxiv_url,keywords_raw,source_type,source_url,openreview_forum_id,has_pdf_camera_ready,state,filter_source,keyword_hits,embedding_score,ai_score,ai_reason,review_adjusted,review_adjust_reason,final_score,importance,core_or_edge,tags,topic_bucket,pdf_path,has_abstract,has_pdf_link,pdf_url,openreview_rating_mean,openreview_confidence_mean,openreview_decision,presentation_type,citation_count
NeurIPS_2024::d_miso_editing_dynamic_3d_scenes_using_multi_gaussians_soup,NEURIPS_2024_A886_DMisoEditing,D-MiSo: Editing Dynamic 3D Scenes using Multi-Gaussians Soup,NeurIPS,2024,NeurIPS_2024,Joanna Waczynska; Piotr Borycki; Joanna Kaleta; Slawomir Tadeja; Przemysław Spurek,"Over the past years, we have observed an abundance of approaches for modeling dynamic 3D scenes using Gaussian Splatting (GS). These solutions use GS to represent the scene's structure and the neural network to model dynamics. Such approaches allow fast rendering and extracting each element of such a dynamic scene. However, modifying such objects over time is challenging. SC-GS (Sparse Controlled Gaussian Splatting) enhanced with Deformed Control Points partially solves this issue. However, this approach necessitates selecting elements that need to be kept fixed, as well as centroids that should be adjusted throughout editing. Moreover, this task poses additional difficulties regarding the re-productivity of such editing. To address this, we propose Dynamic Multi-Gaussian Soup (D-MiSo), which allows us to model the mesh-inspired representation of dynamic GS. Additionally, we propose a strategy of linking parameterized Gaussian splats, forming a Triangle Soup with the estimated mesh. Consequently, we can separately construct new trajectories for the 3D objects composing the scene. Thus, we can make the scene's dynamic editable over time or while maintaining partial dynamics.",https://neurips.cc/virtual/2024/poster/96714,,,,virtual_conference_json,https://neurips.cc/static/virtual/data/neurips-2024-orals-posters.json,,,Wait,embedding,0,0.8408112525939941,S,"Text-driven 3DGS editing with dynamic control, directly addresses GS editing.",,,S,S,,,,,1,0,,,,,,
AAAI_2025::efficient_gaussian_splatting_for_monocular_dynamic_scene_rendering_via_sparse_time_variant_attribute_modeling,AAAI_2025_A893_EfficientGaussianSplatting,Efficient Gaussian Splatting for Monocular Dynamic Scene Rendering via Sparse Time-Variant Attribute Modeling,AAAI,2025,AAAI_2025,Hanyang Kong; Xingyi Yang; Xinchao Wang,"Rendering dynamic scenes from monocular videos is a crucial yet challenging task. The recent deformable Gaussian Splatting has emerged as a robust solution to represent real-world dynamic scenes. However, it often leads to heavily redundant Gaussians, attempting to fit every training view at various time steps, leading to slower rendering speeds. Additionally, the attributes of Gaussians in static areas are time-invariant, making it unnecessary to model every Gaussian, which can cause jittering in static regions. In practice, the primary bottleneck in rendering speed for dynamic scenes is the number of Gaussians. In response, we introduce Efficient Dynamic Gaussian Splatting (EDGS), which represents dynamic scenes via sparse time-variant attribute modeling. Our approach formulates dynamic scenes using a sparse anchor-grid representation, with the motion flow of dense Gaussians calculated via a classical kernel representation. Furthermore, we propose an unsupervised strategy to efficiently filter out anchors corresponding to static areas. Only anchors associated with deformable objects are input into MLPs to query time-variant attributes. Experiments on two real-world datasets demonstrate that our EDGS significantly improves the rendering speed with superior rendering quality compared to previous state-of-the-art methods.",https://ojs.aaai.org/index.php/AAAI/article/view/32460/34615,,,,aaai_ojs_multi_issue,https://ojs.aaai.org/index.php/AAAI/issue/archive,,true,Wait,both,1,0.8403187990188599,A,"4D/dynamic GS for monocular dynamic scenes, efficient rendering rather than editing.",,,A,A,,,,,1,1,https://ojs.aaai.org/index.php/AAAI/article/view/32460/34615,,,,,
AAAI_2025::motion_decoupled_3d_gaussian_splatting_for_dynamic_object_representation,AAAI_2025_A1845_MotionDecoupled3d,Motion Decoupled 3D Gaussian Splatting for Dynamic Object Representation,AAAI,2025,AAAI_2025,Xiao Hu; Libo Long; Jochen Lang,"Dynamic object modeling is a critical challenge in 3D scene reconstruction. Previous methods typically maintain a canonical space to represent the object model, and a deformation field to express the object motion. However, this approach fails when the object undergoes large motions. The position variation caused by significant motion not only complicates the establishment of a canonical space, but also misleads the interpretation of the deformation field. To overcome the above weaknesses, we propose Motion Decoupled Dynamic 3D Gaussian Splatting (M5D-GS), the first 3D-GS model that separates motion and deformation modeling for dynamic object representation with large motion from a monocular camera. M5D-GS increases the practicality of 3D-GS, as it is common for objects to move, rotate, and deform simultaneously. Current datasets only contain object deformations with slight motions. We introduce a pipeline to reuse current benchmarks by adding large motions into the scene. We also introduce a new benchmark featuring several new scenes with complex motions, scenes augmented from previous datasets, and some real world recorded testcases, to fully demonstrate our improvements. Our M5D-GS significantly increases the accuracy under large motion scenarios while maintaining high rendering speed, which makes it suitable for dynamic object representation tasks including 4D novel view synthesis and real-time rendering.",https://ojs.aaai.org/index.php/AAAI/article/view/32373/34528,,,,aaai_ojs_multi_issue,https://ojs.aaai.org/index.php/AAAI/issue/archive,,true,Wait,embedding,0,0.8326746225357056,A,"Dynamic 3DGS for dynamic object representation, core 4DGS method.",,,A,A,,,,,1,1,https://ojs.aaai.org/index.php/AAAI/article/view/32373/34528,,,,,
ACMMM_2025::cadgs_modeling_inter_gaussian_mutual_information_for_dynamic_novel_view_synthesis,ACMMM_2025_A126_CadgsModelingInter,CaDGS: Modeling Inter-Gaussian Mutual Information for Dynamic Novel View Synthesis,ACMMM,2025,ACMMM_2025,Yunlong Zhao; Xiaoheng Deng; Zhuohua Qiu; Feng Yang; Chang Xu; Shan You; Xiangjian He; Xiu Su,"Dynamic novel view synthesis (NVS) aims to render time-varying scenes from arbitrary viewpoints, balancing rendering quality and computational efficiency. While recent 4D Gaussian Splatting approaches offer promising real-time performance, they fundamentally overlook critical interdependence between Gaussians by modeling deformations independently. Our information-theoretic analysis reveals substantial mutual information across the Gaussian field, manifesting as appearance-preserving radiance coherence and motion-consistent deformation propagation. This finding establishes that rendering quality emerges from coordinated transformation rather than independent processing. We propose Correlation-aware Dynamic Gaussian Splatting (CaDGS) with our novel Gaussian Correlation Tensor Projection (GCTP) method, which efficiently transforms the complex O(n3) mutual information tensor into a dual-channel O(n2) spatial matrix, preserving the critical topological structure of Gaussian interactions. Combined with our Spatio-Temporal Deformation Consistency (STDC) learning, which enforces volumetric coherence through tensor-guided regularization across multiple scales, CaDGS prevents geometric distortions and texture inconsistencies common in previous approaches. Experimental results demonstrate state-of-the-art performance, achieving 32.4 PSNR on the Neu3D dataset with fewer Gaussians while maintaining rendering speeds of 323 FPS at 1353 × 1014 resolution.",,,,,acmmm_html,fixture://acmmm_2025_regular.html,,,Wait,both,1,0.8202409148216248,A,"4DGS for dynamic novel view synthesis, relevant methodology.",,,A,A,,,,,1,0,,,,,,
ACMMM_2025::dynamic_2d_gaussians_geometrically_accurate_radiance_fields_for_dynamic_objects,ACMMM_2025_A357_Dynamic2dGaussians,Dynamic 2D Gaussians: Geometrically Accurate Radiance Fields for Dynamic Objects,ACMMM,2025,ACMMM_2025,Shuai Zhang; Guanjun Wu; Zhoufeng Xie; Xinggang Wang; Bin Feng; Wenyu Liu,"Reconstructing objects and extracting high-quality surfaces play a vital role in the real world. Current 4D representations show the ability to render high-quality novel views for dynamic objects, but cannot reconstruct high-quality meshes due to their implicit or geometrically inaccurate representations. In this paper, we propose a novel representation that can reconstruct accurate meshes from sparse image input, named Dynamic 2D Gaussians (D-2DGS). We adopt 2D Gaussians for basic geometry representation and use sparse-controlled points to capture the 2D Gaussian's deformation. By extracting the object mask from the rendered high-quality image and masking the rendered depth map, we remove floaters that are prone to occur during reconstruction and can extract high-quality dynamic mesh sequences of dynamic objects. Experiments demonstrate that our D-2DGS is outstanding in reconstructing detailed and smooth high-quality meshes from sparse inputs. The code is available at https://github.com/hustvl/Dynamic-2DGS.",,,,,acmmm_html,fixture://acmmm_2025_regular.html,,,Wait,embedding,0,0.8495777249336243,A,"4DGS for dynamic objects with geometry focus, reconstruction not editing.",,,A,A,,,,,1,0,,,,,,
ACMMM_2025::e_4dgs_high_fidelity_dynamic_reconstruction_from_the_multi_view_event_cameras,ACMMM_2025_A367_E4dgsHigh,E-4DGS: High-Fidelity Dynamic Reconstruction from the Multi-view Event Cameras,ACMMM,2025,ACMMM_2025,Chaoran Feng; Zhenyu Tang; Wangbo Yu; Yatian Pang; Yian Zhao; Jianbin Zhao; Li Yuan; Yonghong Tian,"Novel view synthesis and 4D reconstruction techniques predominantly rely on RGB cameras, thereby inheriting inherent limitations such as the dependence on adequate lighting, susceptibility to motion blur, and a limited dynamic range. Event cameras, offering advantages of low power, high temporal resolution and high dynamic range, have brought a new perspective to addressing the scene reconstruction challenges in high-speed motion and low-light scenes. To this end, we propose E-4DGS, the first event-driven dynamic Gaussian Splatting approach, for novel view synthesis from multi-view event streams with fast-moving cameras. Specifically, we introduce an event-based initialization scheme to ensure stable training and propose event-adaptive slicing splatting for time-aware reconstruction. Additionally, we employ intensity importance pruning to eliminate floating artifacts and enhance 3D consistency, while incorporating an adaptive contrast threshold for more precise optimization. We design a synthetic multi-view camera setup with six moving event cameras surrounding the object in a 360-degree configuration and provide a benchmark multi-view event stream dataset that captures challenging motion scenarios. Our approach outperforms both event-only and event-RGB fusion baselines and paves the way for the exploration of multi-view event-based reconstruction as a novel approach for rapid scene capture.",,,,,acmmm_html,fixture://acmmm_2025_regular.html,,,Wait,keyword,1,0.0,A,"4DGS for dynamic reconstruction with event cameras, not editing.",,,A,A,,,,,1,0,,,,,,
ACMMM_2025::futuregs_structured_gaussian_fields_for_future_aware_dynamic_scene_modeling,ACMMM_2025_A524_FuturegsStructuredGaussian,FutureGS: Structured Gaussian Fields for Future-Aware Dynamic Scene Modeling,ACMMM,2025,ACMMM_2025,Mingyang Ding; Zhan Wang; Jiachen Wang; Tingting Han; Xinyuan Hu; Jiajun Ding; Min Tan; Zhenzhong Kuang,"Recent advances in 4D Gaussian Splatting have boosted dynamic scene reconstruction and real-time rendering. However, current methods remain retrospective, lacking the ability to forecast future states-limiting their utility in tasks like autonomous navigation and robotics. To address these limitations, we propose FutureGS, a novel Gaussian-based dynamic scene representation framework tailored for continuous 3D future scene prediction and view synthesis. FutureGS introduces a dual-domain decoupled representation, consisting of a static 3D Gaussian base to maintain spatial consistency and a dynamic deformation field to explicitly model temporal motion evolution. To capture long-range dependencies and complex motion dynamics, we design a multi-window collaborative prediction strategy that leverages a sliding temporal window and a bidirectional LSTM-based temporal encoder for robust future motion estimation. Furthermore, we propose a KNN-based local rigidity-aware fusion mechanism, which adaptively regulates the prediction consistency based on local deformation intensity, enhancing the geometric stability and physical plausibility of future scenes. Extensive experiments on standard dynamic scene benchmarks, including D-NeRF and NeRF-DS, demonstrate that FutureGS achieves superior performance in terms of visual fidelity and spatiotemporal consistency, enabling real-time and photorealistic rendering from arbitrary viewpoints at future time steps.",,,,,acmmm_html,fixture://acmmm_2025_regular.html,,,Wait,both,1,0.8206608891487122,A,"4DGS for dynamic scenes with structured fields, focuses on future prediction not editing.",,,A,A,,,,,1,0,,,,,,
ACMMM_2025::see_through_the_occlusions_amodal_gaussian_splatting_for_few_shot_3d_reconstruction,ACMMM_2025_A991_SeeThroughThe,See Through the Occlusions: Amodal Gaussian Splatting for Few-Shot 3D Reconstruction,ACMMM,2025,ACMMM_2025,Gwonjung Kim; Duyeol Lee; Jaehong Yang; Chae Eun Rhee,"High-quality three-dimensional (3D) reconstruction from sparse views is critical for applications such as virtual and augmented reality, robotics, and digital content creation. While methods like Neural Radiance Fields (NeRF) and 3D Gaussian Splatting (3DGS) have shown strong performance in novel view synthesis, they struggle in few-shot settings, especially when scenes contain large occluded or unseen regions. The lack of explicit supervision for hidden content limits reconstruction completeness and realism. We propose See-Through-the-Occlusion Gaussian Splatting (STO-GS), a novel framework that rethinks occlusion modeling in static scenes. Drawing inspiration from four-dimensional Gaussian Splatting (4DGS), we reinterpret time as a proxy for occlusion depth and apply deformation-based opacity modulation to recover hidden layers. To provide supervision, we generate amodal views via diffusion-based inpainting, exposing occluded structures for training. A two-stage layered training pipeline further refines the reconstruction, with a multi-layer perceptron (MLP) adjusting Gaussian opacity across occlusion layers.",,,,,acmmm_html,fixture://acmmm_2025_regular.html,,,Wait,keyword,1,0.0,A,"Reinterprets time as deformation axis with opacity modulation, shares core 4DGS machinery.",,,A,A,,,,,1,0,,,,,,
ACMMM_2025::sparse4dgs_flow_geometry_assisted_4d_gaussian_splatting_for_dynamic_sparse_view_synthesis,ACMMM_2025_A1045_Sparse4dgsFlowGeometry,Sparse4DGS: Flow-Geometry Assisted 4D Gaussian Splatting for Dynamic Sparse View Synthesis,ACMMM,2025,ACMMM_2025,Dongdong Hu; Yang Zhou; Xiaofeng Huang; Haibing Yin; Zhu Li,"Previous dynamic view synthesis works often struggle with limited available views, resulting in noticeable artifacts and blurriness in the outputs. In this paper, we present Sparse4DGS, a novel 4D Gaussian splatting framework that enables high-fidelity view synthesis from sparse inputs through three key innovations: 1) a global-local feature extraction encoder that integrates global Hexplane fields with local hash grids, effectively capturing both rough backgrounds and fine details; 2) a flow-guided feature aggregation module that stabilizes dynamic 3D Gaussians between adjacent frames, ensuring temporal continuity; and 3) a 4D geometry constraint scheme that utilizes monocular depth and pseudo-viewpoint depth supervision to enhance the structural consistency of dynamic scene details. Our approach achieves higher rendering quality while maintaining model compactness. Experimental results on various benchmarks demonstrate that our method performs favorably against state-of-the-art methods in terms of both rendering quality and training time. The source code and trained models are available at https://github.com/hu-dong-dong/Sparse4DGS.",,,,,acmmm_html,fixture://acmmm_2025_regular.html,,,Wait,both,2,0.8376791477203369,A,4DGS for sparse-view synthesis. Core building block but focuses on synthesis not editing.,,,A,A,,,,,1,0,,,,,,
CVPR_2024::3d_geometry_aware_deformable_gaussian_splatting_for_dynamic_view_synthesis,CVPR_2024_A012_3dGeometryAware,3D Geometry-Aware Deformable Gaussian Splatting for Dynamic View Synthesis,CVPR,2024,CVPR_2024,Zhicheng Lu; Xiang Guo; Le Hui; Tianrui Chen; Min Yang; Xiao Tang; Feng Zhu; Yuchao Dai,"In this paper, we propose a 3D geometry-aware deformable Gaussian Splatting method for dynamic view synthesis. Existing neural radiance fields (NeRF) based solutions learn the deformation in an implicit manner, which cannot incorporate 3D scene geometry. Therefore, the learned deformation is not necessarily geometrically coherent, which results in unsatisfactory dynamic view synthesis and 3D dynamic reconstruction. Recently, 3D Gaussian Splatting provides a new representation of the 3D scene, building upon which the 3D geometry could be exploited in learning the complex 3D deformation. Specifically, the scenes are represented as a collection of 3D Gaussian, where each 3D Gaussian is optimized to move and rotate over time to model the deformation. To enforce the 3D scene geometry constraint during deformation, we explicitly extract 3D geometry features and integrate them in learning the 3D deformation. In this way, our solution achieves 3D geometry-aware deformation modeling, which enables improved dynamic view synthesis and 3D dynamic reconstruction. Extensive experimental results on both synthetic and real datasets prove the superiority of our solution, which achieves new state-of-the-art performance. The project is available at https://npucvr.github.io/GaGS/.",https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_3D_Geometry-Aware_Deformable_Gaussian_Splatting_for_Dynamic_View_Synthesis_CVPR_2024_paper.pdf,2404.06270,https://arxiv.org/abs/2404.06270,,cvpr_openaccess_html,https://openaccess.thecvf.com/CVPR2024?day=all,,true,Wait,both,1,0.8339163064956665,A,"Deformable GS for dynamic view synthesis with 3D geometry constraints, core 4DGS technique.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2404.06270.pdf,,,,,
CVPR_2024::align_your_gaussians_text_to_4d_with_dynamic_3d_gaussians_and_composed_diffusion_models,CVPR_2024_A124_AlignYourGaussians,Align Your Gaussians: Text-to-4D with Dynamic 3D Gaussians and Composed Diffusion Models,CVPR,2024,CVPR_2024,Huan Ling; Seung Wook Kim; Antonio Torralba; Sanja Fidler; Karsten Kreis,"Text-guided diffusion models have revolutionized image and video generation and have also been successfully used for optimization-based 3D object synthesis. Here, we in-stead focus on the underexplored text-to-4D setting and syn-thesize dynamic, animated 3D objects using score distillation methods with an additional temporal dimension. compared to previous work, we pursue a novel compositional generation-based approach, and combine text-to-image, text-to-video, and 3D-aware multiview diffusion models to provide feedback during 4D object optimization, thereby si-multaneously enforcing temporal consistency, high-quality visual appearance and realistic geometry. Our method, called Align Your Gaussians (A YG), leverages dynamic 3D Gaussian Splatting with deformation fields as 4D represen-tation. Crucial to AYG is a novel method to regularize the distribution of the moving 3D Gaussians and thereby sta-bilize the optimization and induce motion. We also pro-pose a motion amplification mechanism as well as a new autoregressive synthesis scheme to generate and combine multiple 4D sequences for longer generation. These techniques allow us to synthesize vivid dynamic scenes, out-perform previous work qualitatively and quantitatively and achieve state-of-the-art text-to-4D performance. Due to the Gaussian 4D representation, different 4D animations can be seamlessly combined, as we demonstrate. AYG opens up promising avenues for animation, simulation and digital content creation as well as synthetic data generation.",https://openaccess.thecvf.com/content/CVPR2024/papers/Ling_Align_Your_Gaussians_Text-to-4D_with_Dynamic_3D_Gaussians_and_Composed_CVPR_2024_paper.pdf,2312.13763,https://arxiv.org/abs/2312.13763,,cvpr_openaccess_html,https://openaccess.thecvf.com/CVPR2024?day=all,,true,Wait,embedding,0,0.8651798367500305,A,"Text-to-4D with dynamic 3D Gaussians, core 4DGS generation method.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2312.13763.pdf,,,,,
CVPR_2024::deformable_3d_gaussians_for_high_fidelity_monocular_dynamic_scene_reconstruction,CVPR_2024_A503_Deformable3dGaussians,Deformable 3D Gaussians for High-Fidelity Monocular Dynamic Scene Reconstruction,CVPR,2024,CVPR_2024,Ziyi Yang; Xinyu Gao; Wen Zhou; Shaohui Jiao; Yuqing Zhang; Xiaogang Jin,"Implicit neural representation has paved the way for new approaches to dynamic scene reconstruction. Nonetheless, cutting-edge dynamic neural rendering methods rely heavily on these implicit representations, which frequently struggle to capture the intricate details of objects in the scene. Furthermore, implicit methods have difficulty achieving real-time rendering in general dynamic scenes, limiting their use in a variety of tasks. To address the issues, we propose a deformable 3D Gaussians splatting method that reconstructs scenes using 3D Gaussians and learns them in canonical space with a deformation field to model monocular dynamic scenes. We also introduce an annealing smoothing training mechanism with no extra overhead, which can mitigate the impact of inaccurate poses on the smoothness of time interpolation tasks in real-world scenes. Through a differential Gaussian rasterizer, the deformable 3D Gaussians not only achieve higher rendering quality but also real-time rendering speed. Experiments show that our method outperforms existing methods significantly in terms of both rendering quality and speed, making it well-suited for tasks such as novel-view synthesis, time interpolation, and real-time rendering. Our code is available at https://github.com/ingra14m/Deformable-3D-Gaussians.",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Deformable_3D_Gaussians_for_High-Fidelity_Monocular_Dynamic_Scene_Reconstruction_CVPR_2024_paper.pdf,2309.13101,https://arxiv.org/abs/2309.13101,,cvpr_openaccess_html,https://openaccess.thecvf.com/CVPR2024?day=all,,true,Wait,embedding,0,0.8255256414413452,A,"Deformable 3DGS for dynamic reconstruction, core deformation method.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2309.13101.pdf,,,,,
CVPR_2025::drivedreamer4d_world_models_are_effective_data_machines_for_4d_driving_scene_representation,CVPR_2025_A3391_Drivedreamer4dWorldModels,DriveDreamer4D: World Models Are Effective Data Machines for 4D Driving Scene Representation,CVPR,2025,CVPR_2025,Guosheng Zhao; Chaojun Ni; Xiaofeng Wang; Zheng Zhu; Xueyang Zhang; Yida Wang; Guan Huang; Xinze Chen; Boyuan Wang; Youyi Zhang; Wenjun Mei; Xingang Wang,"Closed-loop simulation is essential for advancing end-to-end autonomous driving systems. Contemporary sensor simulation methods, such as NeRF and 3DGS, rely predominantly on conditions closely aligned with training data distributions, which are largely confined to forward-driving scenarios. Consequently, these methods face limitations when rendering complex maneuvers (e.g., lane change, acceleration, deceleration). Recent advancements in autonomous-driving world models have demonstrated the potential to generate diverse driving videos. However, these approaches remain constrained to 2D video generation, inherently lacking the spatiotemporal coherence required to capture intricacies of dynamic driving environments. In this paper, we introduce DriveDreamer4D, which enhances 4D driving scene representation leveraging world model priors. Specifically, we utilize the world model as a data machine to synthesize novel trajectory videos, where structured conditions are explicitly leveraged to control the spatial-temporal consistency of traffic elements. Besides, the cousin data training strategy is proposed to facilitate merging real and synthetic data for optimizing 4DGS. To our knowledge, DriveDreamer4D is the first to utilize video generation models for improving 4D reconstruction in driving scenarios. Experimental results reveal that DriveDreamer4D significantly enhances generation quality under novel trajectory views, achieving a relative improvement in FID by 32.1%, 46.4%, and 16.3% compared to PVG, S3Gaussian, and Deformable-GS. Moreover, DriveDreamer4D markedly enhances the spatiotemporal coherence of driving agents, which is verified by a comprehensive user study and the relative increases of 22.6%, 43.5%, and 15.6% in the NTA-IoU metric.",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhao_DriveDreamer4D_World_Models_Are_Effective_Data_Machines_for_4D_Driving_CVPR_2025_paper.pdf,2410.13571,https://arxiv.org/abs/2410.13571,,cvpr_openaccess_html,fixture://cvpr_2025_openaccess.html,,true,Wait,keyword,1,0.0,A,"4D driving scene representation using GS, but focused on driving simulation not editing.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2410.13571.pdf,,,,,
CVPR_2024::feature_3dgs_supercharging_3d_gaussian_splatting_to_enable_distilled_feature_fields,CVPR_2024_A841_Feature3dgsSupercharging,Feature 3DGS: Supercharging 3D Gaussian Splatting to Enable Distilled Feature Fields,CVPR,2024,CVPR_2024,Shijie Zhou; Haoran Chang; Sicheng Jiang; Zhiwen Fan; Zehao Zhu; Dejia Xu; Pradyumna Chari; Suya You; Zhangyang Wang; Achuta Kadambi,"3D scene representations have gained immense popularity in recent years. Methods that use Neural Radiance fields are versatile for traditional tasks such as novel view synthesis. In recent times, some work has emerged that aims to extend the functionality of NeRF beyond view synthesis, for semantically aware tasks such as editing and segmentation using 3D feature field distillation from 2D foundation models. However, these methods have two major limitations: (a) they are limited by the rendering speed of NeRF pipelines, and (b) implicitly represented feature fields suffer from continuity artifacts reducing feature quality. Recently, 3D Gaussian Splatting has shown state-of-the-art performance on real-time radiance field rendering. In this work, we go one step further: in addition to radiance field rendering, we enable 3D Gaussian splatting on arbitrary-dimension semantic features via 2D foundation model distillation. This translation is not straightforward: naively incorporating feature fields in the 3DGS framework encounters significant challenges, notably the disparities in spatial resolution and channel consistency between RGB images and feature maps. We propose architectural and training changes to efficiently avert this problem. Our proposed method is general, and our experiments showcase novel view semantic segmentation, language-guided editing and segment anything through learning feature fields from state-of-the-art 2D foundation models such as SAM and CLIP-LSeg. Across experiments, our distillation method is able to provide comparable or better results, while being significantly faster to both train and render. Additionally, to the best of our knowledge, we are the first method to enable point and bounding-box prompting for radiance field manipulation, by leveraging the SAM model. Project website at: https://feature-3dgs.github.io/.",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Feature_3DGS_Supercharging_3D_Gaussian_Splatting_to_Enable_Distilled_Feature_CVPR_2024_paper.pdf,2312.03203,https://arxiv.org/abs/2312.03203,,cvpr_openaccess_html,https://openaccess.thecvf.com/CVPR2024?day=all,,true,Wait,embedding,0,0.8335246443748474,A,Feature distillation for 3DGS enabling semantic editing applications.,,,A,A,,,,,1,1,https://arxiv.org/pdf/2312.03203.pdf,,,,,
CVPR_2025::gifstream_4d_gaussian_based_immersive_video_with_feature_stream,CVPR_2025_A3815_Gifstream4dGaussian,GIFStream: 4D Gaussian-based Immersive Video with Feature Stream,CVPR,2025,CVPR_2025,Hao Li; Sicheng Li; Xiang Gao; Abudouaihati Batuer; Lu Yu; Yiyi Liao,"Immersive video offers a 6-Dof-Free viewing experience, potentially playing a key role in future video technology. Recently, 4D Gaussian Splatting has gained attention as an effective approach for immersive video due to its high rendering efficiency and quality, though maintaining quality with manageable storage remains challenging. To address this, we introduce GIFStream, a novel 4D Gaussian representation using a canonical space and a deformation field enhanced with time-dependent feature streams. These feature streams enable complex motion modeling and allow efficient compression by leveraging their motion-awareness and temporal correspondence. Additionally, we incorporate both temporal and spatial compression networks for end-to-end compression. Experimental results show that GIFStream delivers high-quality immersive video at 30 Mbps, with real-time rendering and fast decoding on an RTX 4090.",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_GIFStream_4D_Gaussian-based_Immersive_Video_with_Feature_Stream_CVPR_2025_paper.pdf,2505.07539,https://arxiv.org/abs/2505.07539,,cvpr_openaccess_html,fixture://cvpr_2025_openaccess.html,,true,Wait,keyword,1,0.0,A,"4DGS for immersive video, relevant 4DGS method but not editing.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2505.07539.pdf,,,,,
CVPR_2025::himor_monocular_deformable_gaussian_reconstruction_with_hierarchical_motion_representation,CVPR_2025_A3901_HimorMonocularDeformable,HiMoR: Monocular Deformable Gaussian Reconstruction with Hierarchical Motion Representation,CVPR,2025,CVPR_2025,Yiming Liang; Tianhan Xu; Yuta Kikuchi,"We present Hierarchical Motion Representation (HiMoR), a novel deformation representation for 3D Gaussian primitives capable of achieving high-quality monocular dynamic 3D reconstruction. The insight behind HiMoR is that motions in everyday scenes can be decomposed into coarser motions that serve as the foundation for finer details. Using a tree structure, HiMoR’s nodes represent different levels of motion detail, with shallower nodes modeling coarse motion for temporal smoothness and deeper nodes capturing finer motion. Additionally, our model uses a few shared motion bases to represent motions of different sets of nodes, aligning with the assumption that motion tends to be smooth and simple. This motion representation design provides Gaussians with a more structured deformation, maximizing the use of temporal relationships to tackle the challenging task of monocular dynamic 3D reconstruction. We also propose using a more reliable perceptual metric as an alternative, given that pixel-level metrics for evaluating monocular dynamic 3D reconstruction can sometimes fail to accurately reflect the true quality of reconstruction. Extensive experiments demonstrate our method’s efficacy in achieving superior novel view synthesis from challenging monocular videos with complex motions.",https://openaccess.thecvf.com/content/CVPR2025/papers/Liang_HiMoR_Monocular_Deformable_Gaussian_Reconstruction_with_Hierarchical_Motion_Representation_CVPR_2025_paper.pdf,2504.06210,https://arxiv.org/abs/2504.06210,,cvpr_openaccess_html,fixture://cvpr_2025_openaccess.html,,true,Wait,keyword,1,0.0,A,"Deformable GS for dynamic reconstruction with hierarchical motion, core 4DGS method.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2504.06210.pdf,,,,,
CVPR_2025::ntr_gaussian_nighttime_dynamic_thermal_reconstruction_with_4d_gaussian_splatting_based_on_thermodynamics,CVPR_2025_A4484_NtrGaussianNighttime,NTR-Gaussian: Nighttime Dynamic Thermal Reconstruction with 4D Gaussian Splatting Based on Thermodynamics,CVPR,2025,CVPR_2025,Kun Yang; Yuxiang Liu; Zeyu Cui; Yu Liu; Maojun Zhang; Shen Yan; Qing Wang,"Thermal infrared imaging enables a non-invasive measurement of the surface temperature of objects with all-weather applicability. Leveraging such techniques for 3D reconstruction can accurately reflect the temperature distribution of a scene, thereby supporting applications such as building monitoring and energy management. However, existing approaches predominantly focus on static 3D reconstruction for a single time period, overlooking the dynamic nature of thermal radiation phenomena, and failing to predict or analyze temperature variations over time. In this paper, we introduce a novel method, termed NTR-Gaussian, grounded in thermodynamics to address the challenge of nighttime dynamic thermal reconstruction using 4D Gaussian Splatting. Specifically, We utilize neural networks to predict thermodynamic parameters, such as emissivity, convective heat transfer coefficient, and heat capacity, etc. By means of integration, we numerically solve the infrared temperature of the scene at each moment during the night, so as to predict the temperature of the nighttime scene more accurately. To further advance research in this domain, we release a comprehensive dataset of dynamic thermal reconstruction spanning four distinct regions. Extensive experiments demonstrate that NTR-Gaussian significantly outperforms comparison methods in thermal reconstruction, achieving a predicted temperature error within 1 degree Celsius.",https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_NTR-Gaussian_Nighttime_Dynamic_Thermal_Reconstruction_with_4D_Gaussian_Splatting_Based_CVPR_2025_paper.pdf,,,,cvpr_openaccess_html,fixture://cvpr_2025_openaccess.html,,true,Wait,keyword,1,0.0,A,"4DGS for dynamic thermal reconstruction, core 4DGS method.",,,A,A,,,,,1,1,https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_NTR-Gaussian_Nighttime_Dynamic_Thermal_Reconstruction_with_4D_Gaussian_Splatting_Based_CVPR_2025_paper.pdf,,,,,
